电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
恋爱禁止的世界,古泽健,吉田惠里香/武佐绪,森川葵/北村匠海/佐藤宽太/德井义实/浅川梨奈/田边桃子/远藤章造/三浦理惠子,爱情,日本,日语,2017-10-14(日本),106分钟,LoveandLies,tt6733372
玛丽·雪莱,海法·曼苏尔,艾玛·延森/海法·曼苏尔,艾丽·范宁/麦茜·威廉姆斯/道格拉斯·布斯/斯蒂芬·迪兰/汤姆·斯图里奇/琼安·弗洛加特/蓓尔·波利/本·哈迪/休·奥康纳,剧情/爱情/传记,英国/卢森堡/美国,英语,2017-09-09(多伦多电影节)/2018-07-06(英国),120分钟,AStormintheStars,tt3906082
向阳之处必有声,上条大辅,高桥奈都子/文乃有纪,多和田秀弥/小野寺晃良/三津谷亮/高岛礼子/山崎亚美,剧情/爱情/同性,日本,日语,2017-06-24(日本),72分钟,听见向阳之声(台)/IHeartheSunspot/HidamarigaKikoeru,tt6174890
蜜桃女孩,神徳幸治,上田美和/山冈润平,山本美月/伊野尾慧/新田真剑佑/永野芽郁,剧情/喜剧/爱情,日本,日语,2017-05-20(日本),116分钟,PeachGirl,tt5593416
芦苇荡的时光,米科·马克拉,米科·马克拉,嘉尼·普斯汀/布迪·卡巴尼/米卡·麦仑登/维尔比·劳特西亚拉,剧情/爱情/同性,英国/芬兰,英语/芬兰语/阿拉伯语,2017-10-06(英国),108分钟,芦苇的时光,tt6256872
童年的许诺,埃里克·巴比尔,埃里克·巴比尔/玛丽·恩纳德,皮埃尔·尼内/夏洛特·甘斯布/迪迪埃·布尔东/让-皮埃尔·达鲁森/凯瑟琳·麦克马克/费尼肯·欧菲尔德/PawelPuchalski/尼莫·谢夫曼/佐伊·博伊尔/卢·肖万/EmilianoSuarez/AlbertoManeiro/PreciadoRodriguez/凯瑟琳·斯凯娜卡/MartaKlubowicz,爱情/传记,法国,法语,2017-12-20(法国),131分钟,黎明的承诺(台)/Promiseatdawn,tt5061360
虚无的焦点,YvonneXu,王泡小泡,吴骏超/黄礼丰,爱情/同性,中国大陆,汉语普通话,2017-08-26(中国大陆),115分钟,,tt7815620
如果我们是季节,姜秀妍,林艺珍,张东允/蔡秀彬/郑真英/安承钧/李俊赫/郑仁基/南基爱/金闵奎/李贤镇/俞智贤,剧情/爱情,韩国,韩语,2017-09-03(韩国),60分钟,IfWeAreSeasons,
光阴鬼幻,凯伦·孟可芙,丽贝卡·索内希恩,李·佩斯/凯莉·库恩/艾米·斯马特/莫莉·哈根/阿娜·奥缇兹/安娜·迪奥普/克里斯蒂娜·怀道尔/雷·贝克/克里夫·张伯伦/简·达利,剧情/爱情/奇幻,美国,英语,2017-06-15(洛杉矶电影节)/2018-07-24(美国),91分钟,,tt5114154
时空偷渡少女,吴琴,吴琴/田辰明/薛挺,王安琪/王辰硕/高寒/廖成霖/严忆琳/高嵩/何志龙/包磊/隋丽娟/许金权/金逸文,爱情/奇幻,中国大陆,汉语普通话,2018-02-01(中国大陆),92分钟,时光偷渡少女/TheGirlFromFuture,
伊藤君A到E,广木隆一,柚木麻子/青塚美穂,冈田将生/木村文乃/佐佐木希/志田未来/池田依来沙/夏帆/田口智朗/中村伦也/田中圭,爱情,日本,日语,2018-01-12(日本),126分钟,伊藤君A到E电影版,tt7138120
风之颜色,郭在容,郭在容,古川雄辉/藤井武美/石井智也/袴田吉彦/小市慢太郎/中田喜子/竹中直人,剧情/爱情,日本,日语,2017-07-14(富川奇幻电影节)/2018-01-26(日本),119分钟,风之色/遇上世界上另一个你(港)/바람의색/ColorsofWind,tt4578910
海吉拉,蔡宓洁,邵慧婷,许光汉/姚爱宁/林意箴,剧情/爱情,台湾,汉语普通话,2018-06-10(台湾),83分钟,HijraInBetween,tt8523074
雪耻女孩,三木康一郎,吉田惠里香,桐谷美玲/铃木伸之/清原翔/马场富美加/佐津川爱美/大和田伸也/齐藤由贵/竹内爱纱,喜剧/动作/爱情,日本,日语,2017-12-23(日本),110分钟,复仇女孩/雪耻少女/RevengeGirl,tt7222296
性板17,송은주,,崔在焕/한비,喜剧/爱情,韩国,韩语,2017-11-13(韩国),80分钟,男人的17种幻想(台)/性之17岁/SexPlate17/Fantasia17,
牵线,克莱尔·斯坎伦,凯瑟琳·西尔伯曼,佐伊·达奇/格伦·鲍威尔/刘玉玲/泰雅·迪格斯/琼·斯莫斯/梅瑞迪斯·海格纳/皮特·戴维森/乔恩·鲁德尼茨基/泰塔斯·伯吉斯/杰克·罗宾森/亚伦·科斯塔·加尼斯/PaulieDeoJr./诺亚·罗宾斯/CodyCalafiore/RalphByers/LeonardOuzts/麦迪逊·阿诺德/伊万·帕克/杰夫·西勒/FayAnnLee/斯蒂芬妮·许/H·弗利/JoshBerresford/FabrizioBrienza/斯泰西·爱丽丝·科恩/马米·科西科/何伟清/杰奎琳·霍努力克/费斯·洛根/桃乐丝·麦卡锡/安妮·比萨比亚/雪莉·罗德里格斯,喜剧/爱情,美国,英语,2018-06-15(美国),105分钟,老板送作堆(台)/TheSetUp,tt5304992
有五个姐姐的我就注定要单身了啊！！,苏文圣,鲁达,蔡凡熙/项婕如/谢金燕/刘奕儿/张墨锡/高隽雅/张垚/朱轩洋/张立昂,喜剧/爱情,台湾,汉语普通话,2018-11-16(中国大陆),97分钟,有五个姐姐的我就注定要单身了啊/五个姐姐/HowtoTrainOurDragon/FiveSisters,tt9249158
咖啡未冷前,冢原亚由子,奥寺佐渡子,有村架纯/伊藤健太郎/波瑠/林遣都/深水元基/松本若菜/药师丸博子/吉田羊/松重丰/石田百合子,剧情/爱情/奇幻,日本,日语,2018-09-21(日本),116分钟,在咖啡冷掉之前(台),tt8315128
一生,丹·福格尔曼,丹·福格尔曼,奥利维亚·库克/奥斯卡·伊萨克/奥利维亚·王尔德/塞缪尔·杰克逊/安东尼奥·班德拉斯/凯特琳·卡迈克尔/莱娅·科斯塔/曼迪·帕廷金/安妮特·贝宁/杰克·罗宾森/伊莎贝尔·杜兰特/费尔南达·安德拉德/塞尔吉奥·佩里斯-门切塔/阿莱克斯·莫尔纳/卢克·朱迪/费斯·洛根,剧情/爱情,美国,英语,2018-09-08(多伦多电影节)/2018-09-21(美国),117分钟,生命中的美好意外(台)/生活本身/人生如戏,tt5989218
有言在仙,傅闱玮/孙野,,李梓/李想/黄恩茹/陈倩楠/傅汉源,剧情/喜剧/爱情,中国大陆,汉语普通话,2017-10-06(中国大陆),76分钟,FairyTaleofLove,
倾城十月,舒吉特·瑟加,朱·查特维迪,瓦伦·达瓦/芭妮塔·桑德胡/吉塔姜利·饶/萨希尔·维多利亚/尼基塔·阿南德,剧情/爱情,印度,印地语,2018-04-13(印度),115分钟,十月,tt7700730
另一个时间,托马斯·亨尼赛,托马斯·亨尼赛/ScottKennard,贾斯汀·哈特雷/阿莉尔·凯贝尔/詹姆斯·凯森·李/阿兰·皮特鲁塞泽维斯基/马克·瓦雷/杰克·麦克劳克林/塔克·斯莫尔伍德/艾登·洛夫坎普/克里斯尔·斯塔休斯/EthanCohn/卡尔·T·怀特/JuliaParker/托马斯·亨尼赛,剧情/喜剧/爱情/科幻,美国,英语,2018-09-14(美国),89分钟,跨越時空的爱人(台)/另约时间/彼时彼地,tt3451984
你不是一个人,钟青,钟青,石承镐/何紫妍/南苗,爱情/奇幻,中国大陆,汉语普通话,2019-03-29(中国大陆),72分钟,,
想成为奥田民生的男孩和让男人痴狂的女孩,大根仁,大根仁/涉谷直角,妻夫木聪/水原希子/新井浩文/安藤樱/天海祐希/中川雅也/松尾铃木/江口德子,喜剧/爱情,日本,日语,2017-09-16(日本),100分钟,TornadoGirl,tt5739586
亲爱的，我要和别人结婚了,覃傑,陈江/李小木/李保华,保剑锋/戚砚笛/徐一娢/曹祎诺/康亢/秦佳/李小彤,爱情/灾难,中国大陆,汉语普通话,2018-05-12(中国大陆),92分钟,Farewell，Mylove,
读书会,比尔·霍德曼,比尔·霍德曼/艾琳·西姆斯,艾丽西亚·希尔维斯通/简·方达/玛丽·斯汀伯根/安迪·加西亚/黛安·基顿/坎迪斯·伯根/理查德·德莱弗斯/唐·约翰逊/华莱士·肖恩/莫洽·梦若/凯蒂·阿赛尔顿/格雷格·T·尼尔森/小艾德·博格里/汤米·杜威/丽丽·博尔丹,剧情/喜剧/爱情,美国,英语,2018-05-18(美国),104分钟,读书俱乐部/高年级姐妹会(台),tt6857166
以青春的名义,谭惠贞,谭惠贞,刘嘉玲/谢君豪/吴肇轩/董玮/余香凝,爱情/家庭,香港,粤语,2017-10-31(香港亚洲电影节)/2018-01-11(香港),97分钟,以青春的名义爱你/InYourDreams/IntheNameofYouth,tt6952782
艾娃,蕾雅·梅西斯,蕾雅·梅西斯/保罗·圭哈姆,诺亚·阿比塔/劳尔·卡拉米/胡安·卡诺/塔玛拉·卡诺,剧情/爱情,法国,法语/西班牙语,2017-05-19(戛纳电影节)/2017-06-21(法国),105分钟,少女的最后初夏(港)/那年夏天的微光(台),tt6194530
亲爱的,神德幸治,山冈润平,平野紫耀/平祐奈/横浜流星/水谷果穂/浅川梨奈/佐野岳/臼田麻美/中山忍/高橋優/坂田聪,爱情,日本,日语,2018-03-31(日本),105分钟,ハニー,tt6861402
B主任和情书,尹贤基,申秀琳,赵宇镇/姜伦制/宋智孝,剧情/爱情,韩国,韩语,2017-12-10(韩国),75分钟,DirectorAndLoveLetterofB,tt7828120
再见时光,薛贤坚,薛贤坚,杜维瀚/张家瑜/陈鹏万里/吴昱瑶/赵梦强/刘飏/余思潞,剧情/爱情/同性,中国大陆,汉语普通话,2017-06-30(中国大陆),90分钟,EchoofTime,
汉普斯特德公园,乔尔·霍普金斯,罗伯特·费斯汀格,布莱丹·格里森/黛安·基顿/詹姆斯·诺顿/西蒙·卡洛/休·斯金纳/莱丝利·曼维尔/杰森·沃特金斯/菲儿戴维斯/阿利斯泰·皮垂/阿迪勒·阿赫塔尔/罗莎琳·艾尔斯/黛博拉·芬德莱/彼得·辛格/布莱恩·普罗瑟罗/乔·惠特利/布塔法·维塔/博格纳·F·马丁,剧情/喜剧/爱情,英国/比利时,英语,2017-06-23(英国),100分钟,,tt5153236
兴风作浪,李春啸,关亮,宋晓峰/关婷娜/蒋依杉/王小虎/王洪祥/宋小宝/文松,喜剧/爱情,中国大陆,汉语普通话,2019-01-11(中国大陆),85分钟,TroubleMakers,
虽然妈妈说我不可以嫁去日本,谷内田彰久,野村伸一/茂木太太,中野裕太/简嫚书/王彩桦/孙睿/邬晓萱/李逸朗/罗北安/林美秀/山口祥行/蛭子能收/大谷主水/冈本孝/与座重理久,喜剧/爱情,台湾/日本,汉语普通话/日语,2017-05-27(日本)/2017-06-16(台湾),92分钟,ママは日本へ嫁に行っちゃダメと言うけれど。/MomThinksI'mCrazytoMarryaJapaneseGuy,tt5368552
关于我情敌的一切,安国真,金伯谦,金瑟祺/朴斗植/玉子妍,爱情,韩国,韩语,2018-12-15(韩国),64分钟,DramaStage-EverythingAboutMyRival,
激情伴侣,CarlosSanchez/JasonSanchez,CarlosSanchez/JasonSanchez,埃文·蕾切尔·伍德/茱莉亚·莎拉·斯通/丹尼斯·欧哈拉/马克西姆·罗伊/乔·柯布登/NickBaillie/KennyWong/JonathanShatzky,爱情/惊悚/同性,加拿大,英语,2017-09-10(多伦多电影节)/2018-04-06(加拿大),105分钟,激情漩涡(台)/AWorthyCompanion,tt6215208
订制男友,傅国樑,华俊,利晴天/苏柏,爱情/同性,中国大陆,汉语普通话,2017-05-26(中国大陆),74分钟,,tt8142026
求求你爱上我,董春泽,董春泽/王圣/卢思佚/江光煜,姜涛/钱冬旎/骏声/智泓/傅亨/尚茜/高嘉隆,剧情/喜剧/爱情,中国大陆,汉语普通话,2018-04-20(中国大陆),104分钟,Sasha,
无聊现代生活,丹尼尔·杰罗姆·吉尔,菲利普·加索恩,弗雷娅·梅弗/乔什·怀特豪斯/汤姆·莱利/杰西·卡芙/马特·米尔尼/伊恩·哈特/索查·库萨克/斯蒂文·麦金托什/黛西·贝文/塔露拉·哈登/卡罗琳·博尔顿/维尔·梅里克/丹尼尔·厄根/贾森·马修森/基拉·贝尔/马尔科姆·莫德乐/阿提拉·G·凯雷克斯,喜剧/爱情/音乐,英国,英语,2017-06-22(爱丁堡电影节)/2018-05-04(英国),105分钟,现代生活是垃圾/那些年一起听的歌,tt2385752
完美家庭,加布里埃莱·穆奇诺,加布里埃莱·穆奇诺/保罗·科斯特拉/萨布里娜·因帕恰托雷,斯蒂芬努·阿科西/卡罗利娜·克雷申蒂尼/埃琳娜·库奇/皮耶尔弗兰切斯科·法维诺/克劳迪亚·杰里尼/马西莫·吉尼/萨布里娜·因帕恰托雷/桑德拉·米洛/斯特法尼娅·桑德雷利/瓦莱丽亚·索拉里诺/吉安马可·托格纳奇/蒂亚·法蔻,剧情/喜剧/爱情,意大利,意大利语,2018-02-14(意大利),105分钟,在家千日好/ThereIsNoPlaceLikeHome,tt7105944
心之界限,张峰,张峰/田再兴/王诗雁,罗梓心/王洪刚/储丰铭/王老王/范英/应宝林,剧情/爱情/家庭,中国大陆,汉语普通话,2018-09-30(中国大陆),125分钟,BoundariesofTheHeart,tt3746726
小美人鱼,BlakeJ.Harris/ChrisBouchard,BlakeJ.Harris/安徒生,帕皮·德雷顿/威廉·莫斯里/洛蕾托·帕拉尔塔/雪莉·麦克雷恩/阿曼多·古铁雷斯/吉娜·格申/杰瑞德·桑德勒/黛汉恩·卡罗尔/珊娜·科林斯/汤姆·诺维茨基/亨特·戈麦斯/乔玛丽·佩顿/莱克西·科尔克/JasmineBolton,剧情/爱情/奇幻/冒险,美国,英语,2018-08-17(美国),,小美人鱼真人版/ALittleMermaid,tt5493944
把哥哥退货可以吗？,维塔亚·东俞扬,侬特拉·孔旺/托萨风·利安堂/维塔亚·东俞扬/埃迪森·特斯利卡森,桑尼·苏瓦美塔农/尤拉萨雅·斯帕邦德/尼查坤·抔勒威查固/安楚义昂·布阿嘎育/婵査勒姆·曼纳萨朋,喜剧/爱情,泰国,泰语/日语/英语,2019-03-15(中国大陆)/2018-05-10(泰国),123分钟,大佬可以退货吗(港)/把哥哥退货可以吗/最佳次品/BrotheroftheYear,tt8060408
夫人,阿曼达·斯特斯,阿曼达·斯特斯,托妮·科莱特/哈威·凯特尔/萝西·德·帕尔马/迈克尔·史麦利,剧情/喜剧/爱情,法国,英语/西班牙语/法语,2017-06-12(悉尼电影节)/2017-11-22(法国),90分钟,太太麦来乱,tt6045466
追随你脚步,理查德·隆克瑞恩,梅格·伦纳德/尼克·默克罗夫特,蒂莫西·斯波/乔安娜·林莉/艾美达·斯丹顿/大卫·海曼/西莉亚·伊姆里/约翰·塞森斯/约茜·劳伦斯/理查德·霍普/西恩·托马斯/保罗·陈,喜剧/爱情,英国,英语/法语/威尔士语,2017-11-02(美国)/2018-02-23(英国),111分钟,舞动心人生(台),tt4538916
夏末秋至,丹尼尔·曼斯,丹尼尔·曼斯,琳恩·萨拉·里瑟/伊莎贝尔·提尔昊/韩·塞尔/托马斯·沃尔夫/埃里克·弗兰岑/丹尼尔·施泰纳,爱情/同性,德国,德语,2018-03-10(德国),102分钟,BetweenSummerandFall,tt8414124
把外婆放进冰箱,吉安卡洛·丰塔纳/杰赛普·斯塔西,法比奥·波尼法奇,法比奥·德·路易吉/米莱姆·里昂/露西娅·奥康/玛丽娜·罗科/弗朗西斯科·迪·莱瓦/苏西·劳德/卡罗·卢卡·德·鲁杰里/毛里齐奥·隆巴迪/爱洛斯·帕尼/芭芭拉·布薛特/乔瓦尼·埃斯波西托/保罗·贝塞加托/南多·艾琳/安东内洛·莫雷利,喜剧/爱情,意大利,意大利语,2018-03-15(意大利),100分钟,阿嬷冻未条(台)/PutGrandmaintheFreezer,tt6982104
裸婚大喜,迈克尔·泰兹,里克·阿尔瓦雷斯/马丁·纳森/托克尔·纳森/科里·科勒/马龙·韦恩斯,马龙·韦恩斯/雷吉娜·赫尔/丹尼斯·海斯伯特/J·T·杰克逊/斯考特·佛雷/伊丽莎·库伯/布莱恩·麦肯奈特/洛雷塔·迪瓦恩/科里·哈德里克/里克·菲茨/戴夫·谢里登/小尼尔·布朗/妮科娃·斯特普尔顿/大卫·德怀尔/康纳·布罗菲/贾罗德·瓦尔沃/杰森·戴维斯/马修·康威尔/乔尔·拉什/朱万达斯·坎迪斯/LabrandonShead/JeffCoopwood/DavidDmanEscobar/布伦特·莫雷尔·加斯金斯/朱尔斯·黑文/敏卡·凯利/JackLandry/贾德·罗德曼/杰瑞米·赛克斯,喜剧/爱情/奇幻,美国,英语,2017-08-11(美国),96分钟,裸(台),tt6048930
不知花开否,谷本佳织,高桥奈都子/日高ショーコ,渡边剑/天野浩成/盐野瑛久/小原唯和/水石亚飞梦/本宫泰风,爱情/同性,日本,日语,2018-02-24(日本),88分钟,等待花开时,tt7408772
接吻的饺子,秦建日子,秦建日子,足立梨花/田村侑久,剧情/爱情,日本,日语,2018-06-22(日本),100分钟,啾咪饺子/GyozaRomance,tt7188948
佐伊,德雷克·多雷穆斯,理查德·格林伯格,伊万·麦克格雷格/蕾雅·赛杜/拉什达·琼斯/提奥·詹姆斯/马修·格雷·古柏勒/米兰达·奥图/克里斯蒂娜·阿奎莱拉/海伦·约翰斯/凯尔·盖特豪斯/斯蒂芬妮·吴/崔斯坦·D·拉勒,爱情/科幻,美国,英语,2018-04-21(翠贝卡电影节)/2018-07-20(美国),104分钟,,tt6010628
西伯利亚,马修·M·罗斯,史蒂芬·哈梅尔/斯科特·B·史密斯,基努·里维斯/维罗尼卡·费瑞尔/帕沙·D.林奇尼科夫/达伦·罗斯/詹姆斯·亚历山大/安娜·乌拉鲁/阿莱克斯·潘诺维奇/莫利·林沃德/纳扎利·德姆克维奇/布拉德利·索茨基/尤金·里皮斯基/维塔利·马卡罗夫,爱情/惊悚/犯罪,美国,英语/俄语,2018-07-13(美国),104分钟,,tt6494418
半个女友,莫希特·苏里,奇坦·巴哈特/吐沙·希拉南达尼/伊什达·莫衣特拉,施拉达·卡普尔/维金兰特·马西/阿琼·卡普尔/格雷格·克列克/雷亚·查克雷伯蒂/希玛·比斯瓦斯/安萨·巴特/达利普·索地,剧情/爱情,印度,印地语,2017-05-19(印度),135分钟,,tt5474042
替身,周美玲,周美玲,钟瑶/卢婕,剧情/爱情/同性,台湾,汉语普通话,2017-07-09(台湾),95分钟,TheSubstitute,tt7997016
很高兴遇见·你,李杰,李杰,凌正辉/庞璐佳/林路迪/张逗逗,爱情,中国大陆,汉语普通话/英语,2019-01-11(中国大陆)/2018-09-04(长春电影节),92分钟,我的第二次初恋/OnlyLoveCanDoThistoMe,
一吻定情电影版3：求婚篇,溝口稔,沟口稔,佐藤宽太/美沙玲奈,喜剧/爱情,日本,日语,2017-11-25(日本),,恶作剧之吻电影版3求婚篇,tt5629032
圣诞王子,亚历克斯·扎姆,KarenSchaler,TomKnight/西奥·德瓦尼/莎拉·道格拉斯/丹尼尔·法瑟斯/VaughnJohseph/霍纳·妮芙茜/艾丽丝·克里奇/本兰博/AmyMarston/罗丝·麦克莱弗/JoelMcVeagh/EmmaLouiseSaunders/TahirahSharif,爱情,美国,英语,2017-11-17(美国),,,tt7608418
妈妈的职业,도봉산,,李采潭/조완진/도모세,剧情/爱情/情色,韩国,韩语,2017-07-20(韩国),79分钟(韩国),母亲的职业,
再见路星河,袁菲,袁菲/姜淳子/陈潇骁/陆洋,王栎鑫/张鑫/李澈/左立/谭松韵/余芷慧/丁溪鹤,剧情/爱情/音乐,中国大陆,汉语普通话,2017-12-25(中国大陆),95分钟,喧哗至上/NiceMeet,
落水姻缘,罗布·格林伯格/鲍勃·费希尔,莱斯利·迪克逊/鲍勃·费希尔/罗布·格林伯格,安娜·法瑞丝/伊娃·朗格利亚/约翰·汉纳/欧赫尼奥·德尔维斯/斯薇兹·昆茨/阿利维亚·阿林·林德/艾米莉·麦迪森/加里·切克/汉娜·诺德伯格/塞西莉亚·苏亚雷斯/杰苏斯·欧乔阿/埃里克·李塞德/奥马尔·查帕罗/尼尔斯·霍涅斯卡德,喜剧/爱情,美国,英语,2018-05-04(美国),112分钟,,tt1563742
宿命，吾爱：第一部,阿布戴·柯西胥,弗朗索瓦·贝高多/阿布戴·柯西胥/加利亚·拉克鲁瓦,沙伊恩·布迈丁/奥菲莉·芭/萨利姆·克希乌什/卢·卢蒂奥/AlexiaChardard/阿弗西娅·埃尔奇/DelindaKechiche/KamelSaadi/HatikaKaraoui/MeleindaElasfour,剧情/爱情,法国/意大利,法语,2017-09-07(威尼斯电影节)/2018-03-21(法国),180分钟,宿命/LesDéssontjetés,tt6121444
善良的嫂子2,곽영근,,李采潭/조완진/贤智,剧情/爱情/情色,韩国,韩语,2017-10-08(韩国),72分钟(韩国),漂亮的模特2/GoodModel2,
浮生梦,罗杰·米歇尔,罗杰·米歇尔/达芙妮·杜穆里埃,山姆·克拉弗林/蕾切尔·薇兹/伊恩·格雷/荷丽黛·格兰杰/波佩·李·弗里尔/安德鲁·诺/安德鲁·哈维尔/薇琪·佩珀代因/凯瑟琳·皮尔斯/路易斯·苏克/哈莉·海因斯/阿提拉·G·凯雷克斯/奥斯汀·泰勒/崔斯特瑞姆·戴维斯/斯图尔特·戴维森/克里斯·加拉鲁斯/鲍比·斯科特·弗里曼/唐·惠斯坦斯/霍莉·苏海尔,剧情/爱情/悬疑,英国/美国,英语,2017-06-09(英国),106分钟,遗孀美人心(台)/情陷黑寡妇(港)/断肠花,tt4411596
恋爱的我是女主角吗？,筱原哲雄,持地佑季子,黑岛结菜/小泷望/高杉真宙/川荣李奈/谷村美月/市川知宏/绫野真白/石川志织/中村久美/铃木砂羽/白石美帆/森崎博之,爱情,日本,日语,2018-03-03(日本),112分钟,主角就是我~恋爱的我是女主角吗？~/Principal：恋爱的我是女主角吗？,tt6538402
宫合,洪昌杓,李素美,沈恩京/李昇基/金相庆/延宇振/姜敏赫/崔宇植/赵福来/崔珉豪/朴善英/曹秀香/朴忠善/孙成灿/宋英才/李娜云/宋光元/朱多英/崔俊昊/姜伦制/李善彬/李龙女/朴智一/尹有善/李润健/崔玟秀/柳正浩/徐佑镇,剧情/喜剧/爱情/历史,韩国,韩语,2018-02-28(韩国),110分钟,野蛮公主玩婚记(台)/命相/合婚/Gung-hab/ThePrincessandtheMatchmaker,tt5961314
难道不浪漫,托德·施特劳斯-舒尔森,埃里·卡迪约/达纳·福克斯/凯瑟琳·西尔伯曼,蕾蓓尔·威尔森/利亚姆·海姆斯沃斯/亚当·德维尼/佩丽冉卡·曹帕拉/布兰登·斯科特·琼斯/贝蒂·吉尔平/汤姆·艾利斯/珍妮弗·桑德斯/费斯·洛根/尤金娜·库日敏娜/雪莉·罗德里格斯/杰奎琳·霍努力克/埃斯特班·贝尼托/桃乐丝·麦卡锡/卢西亚诺·阿库尼亚/马米·科西科,喜剧/爱情/奇幻,美国,英语,2019-02-14(美国),88分钟,这不浪漫吗/好不浪漫(台),tt2452244
塞尔拉·伯格斯是废柴,伊恩·塞缪尔斯,林齐·比尔,香农·珀瑟/克里斯汀·弗劳赛斯/RJ·赛勒/诺亚·琴蒂内奥/洛雷塔·迪瓦恩/乔琪亚·惠格姆/爱丽丝·李/莉·汤普森/阿兰·卢克/玛丽·帕特·格里森/克丽丝·梅斯/马特·马洛伊/威廉·佩尔茨/吉欧夫·斯图兹/小马里奥·昆诺内兹/乔伊·摩根/马尔科姆·鲍文/阿德里安·法维拉/阿什顿·斯迈利,剧情/喜剧/爱情,美国,英语,2018-09-07(美国),105分钟,鲁妹席艾拉(台)/席艾拉正废柴(港),tt3120280
橘子酱男孩,广木隆一,浅野妙子/吉住涉,樱井日奈子/吉泽亮/佐藤大树/优希美青/藤原季节/远藤新菜/竹财辉之助/寺胁康文/筒井道隆/谷原章介/檀丽/中山美穗,爱情,日本,日语,2018-04-27(日本),127分钟,実写版ママレード・ボーイ,tt7286500
绝对恋爱命令,山本透,北川亚矢子,小关裕太/玉城蒂娜/佐藤宽太/山田杏奈/金子大地/松雪崇/高田里穗,爱情,日本,日语,2018-06-23(日本),120分钟,要你对我xxx,tt8545394
吻隐者,李燕宁,李燕宁,谭卓/李至正/孙亦沐,剧情/爱情,中国大陆,汉语普通话/英语,2018-09-07(中国大陆),108分钟,吻瘾者/TheKissAddict,
伊斯梅尔的幽魂,阿诺·戴普勒尚,阿诺·戴普勒尚/蕾雅·梅西斯/朱莉·皮耶尔,马修·阿马立克/玛丽昂·歌迪亚/夏洛特·甘斯布/路易·加瑞尔/阿尔巴·罗尔瓦赫尔/拉斯洛·绍博/伊波利特·吉拉尔多/雅各·诺勒/凯瑟琳·蒙切特/萨米尔·盖丝米/布鲁诺·托德契尼,剧情/爱情/惊悚,法国,法语,2017-05-17(戛纳电影节/法国),114分钟/135分钟(导演剪辑版),旧爱回来后(台)/当旧爱回来过/还魂/Ismael’sGhosts,tt5687040
