:START_ID,:END_ID,relation,:TYPE
20907,53353,合作,合作
20907,47735,合作,合作
20907,41741,合作,合作
20907,40299,合作,合作
20907,53942,合作,合作
20907,58143,合作,合作
20907,55990,合作,合作
20907,42611,合作,合作
20907,54553,合作,合作
20907,41607,合作,合作
20907,52974,合作,合作
20907,46063,合作,合作
20907,48883,合作,合作
20907,49842,合作,合作
20907,43638,合作,合作
21592,40061,合作,合作
21592,57780,合作,合作
21592,43095,合作,合作
21592,55558,合作,合作
21592,57495,合作,合作
20689,53960,合作,合作
20689,53315,合作,合作
20689,53569,合作,合作
20689,46423,合作,合作
20689,57265,合作,合作
20689,58135,合作,合作
20689,44310,合作,合作
20689,47167,合作,合作
20689,53570,合作,合作
20689,48084,合作,合作
20689,51894,合作,合作
20689,43940,合作,合作
20689,57119,合作,合作
20689,58025,合作,合作
20689,43648,合作,合作
20689,46143,合作,合作
20689,50138,合作,合作
20689,46141,合作,合作
20689,40819,合作,合作
20689,54159,合作,合作
20689,42978,合作,合作
20689,44801,合作,合作
20689,44249,合作,合作
21195,43471,合作,合作
21195,51569,合作,合作
21195,57178,合作,合作
21195,55997,合作,合作
21195,55650,合作,合作
21195,50380,合作,合作
21195,42874,合作,合作
21195,53422,合作,合作
20429,48081,合作,合作
20429,47218,合作,合作
20429,51150,合作,合作
20429,56094,合作,合作
20429,44633,合作,合作
20429,52120,合作,合作
20429,55479,合作,合作
20429,49910,合作,合作
20429,52855,合作,合作
20429,42853,合作,合作
20429,40189,合作,合作
20429,57812,合作,合作
20429,57520,合作,合作
20429,56995,合作,合作
20429,47319,合作,合作
20429,47286,合作,合作
20429,46873,合作,合作
20429,52773,合作,合作
20429,51511,合作,合作
20429,41353,合作,合作
20429,54484,合作,合作
20429,51210,合作,合作
20429,56501,合作,合作
20429,53571,合作,合作
20429,54141,合作,合作
20429,52329,合作,合作
20429,46824,合作,合作
20429,51434,合作,合作
20429,56383,合作,合作
20429,53053,合作,合作
20429,48225,合作,合作
20429,48707,合作,合作
20429,48006,合作,合作
20429,50190,合作,合作
20429,41735,合作,合作
20429,41178,合作,合作
20429,45795,合作,合作
20429,43094,合作,合作
20839,48393,合作,合作
